VIDEO_ID,VIDEO_NAME,SENTENCE_ID,SENTENCE_NAME,START,END,SENTENCE
08PDyCn-pxI,08PDyCn-pxI-5-rgb_front,08PDyCn-pxI_8,08PDyCn-pxI_8-5-rgb_front,46.5,49.68,If it?s not a fake and the quarterback starts a drop back.
08UdcMPnTyU,08UdcMPnTyU-5-rgb_front,08UdcMPnTyU_4,08UdcMPnTyU_4-5-rgb_front,45.78,49.33,You are working against gravity here so it is a great exercise.
08UdcMPnTyU,08UdcMPnTyU-5-rgb_front,08UdcMPnTyU_5,08UdcMPnTyU_5-5-rgb_front,49.97,54.6,Make sure that your hand is above the knee joint on the supporting leg.
08UdcMPnTyU,08UdcMPnTyU-5-rgb_front,08UdcMPnTyU_6,08UdcMPnTyU_6-5-rgb_front,55.59,62.68,"Working 10 to 15 reps, 3 sets on each side."
08hX7LrGPZQ,08hX7LrGPZQ-5-rgb_front,08hX7LrGPZQ_11,08hX7LrGPZQ_11-5-rgb_front,75.98,78.57,So those are two ways you can apply powder foundation.
08hX7LrGPZQ,08hX7LrGPZQ-5-rgb_front,08hX7LrGPZQ_2,08hX7LrGPZQ_2-5-rgb_front,12.52,16.54,"For a fuller coverage, you would want to apply it with a sponge."
08hX7LrGPZQ,08hX7LrGPZQ-5-rgb_front,08hX7LrGPZQ_3,08hX7LrGPZQ_3-5-rgb_front,17.75,20.48,"For a lighter coverage, you would want to apply it with a brush."
08hX7LrGPZQ,08hX7LrGPZQ-5-rgb_front,08hX7LrGPZQ_5,08hX7LrGPZQ_5-5-rgb_front,31.38,34.64,So we're just going to dust this all over using a brush.
08hX7LrGPZQ,08hX7LrGPZQ-5-rgb_front,08hX7LrGPZQ_6,08hX7LrGPZQ_6-5-rgb_front,36.4,38.04,Just even out her skin tone.
08hX7LrGPZQ,08hX7LrGPZQ-5-rgb_front,08hX7LrGPZQ_8,08hX7LrGPZQ_8-5-rgb_front,46.81,49.29,"So if I want a fuller coverage, I'm going to use a sponge."
08nsvHZLNfE,08nsvHZLNfE-5-rgb_front,08nsvHZLNfE_1,08nsvHZLNfE_1-5-rgb_front,2.88,6.13,Today we're going to be talking about not to live the rest of our life alone.
08nsvHZLNfE,08nsvHZLNfE-5-rgb_front,08nsvHZLNfE_12,08nsvHZLNfE_12-5-rgb_front,51.74,54.21,Or somebody's who involved in sports.
08nsvHZLNfE,08nsvHZLNfE-5-rgb_front,08nsvHZLNfE_2,08nsvHZLNfE_2-5-rgb_front,6.36,9.02,Specifically how to choose a partner for life.
08nsvHZLNfE,08nsvHZLNfE-5-rgb_front,08nsvHZLNfE_20,08nsvHZLNfE_20-5-rgb_front,98.77,101.44,The other thing is find somebody who's going to treat you special.
08nsvHZLNfE,08nsvHZLNfE-5-rgb_front,08nsvHZLNfE_21,08nsvHZLNfE_21-5-rgb_front,101.65,102.77,Do the little things for you.
08nsvHZLNfE,08nsvHZLNfE-5-rgb_front,08nsvHZLNfE_23,08nsvHZLNfE_23-5-rgb_front,104.78,105.84,A martini at night.
08nsvHZLNfE,08nsvHZLNfE-5-rgb_front,08nsvHZLNfE_24,08nsvHZLNfE_24-5-rgb_front,106.04,108.04,Or a beer while you're watching a football game.
08nsvHZLNfE,08nsvHZLNfE-5-rgb_front,08nsvHZLNfE_25,08nsvHZLNfE_25-5-rgb_front,108.35,110.58,Or rub her shoulder or rub her feet.
08nsvHZLNfE,08nsvHZLNfE-5-rgb_front,08nsvHZLNfE_26,08nsvHZLNfE_26-5-rgb_front,110.97,112,Put gas in her car.
08nsvHZLNfE,08nsvHZLNfE-5-rgb_front,08nsvHZLNfE_3,08nsvHZLNfE_3-5-rgb_front,9.44,11.2,Well just how do we choose a partner or life?
08nsvHZLNfE,08nsvHZLNfE-5-rgb_front,08nsvHZLNfE_33,08nsvHZLNfE_33-5-rgb_front,128.64,129.64,Do you want children?
08nsvHZLNfE,08nsvHZLNfE-5-rgb_front,08nsvHZLNfE_35,08nsvHZLNfE_35-5-rgb_front,138.4,140.35,So share the same goals.
08nsvHZLNfE,08nsvHZLNfE-5-rgb_front,08nsvHZLNfE_38,08nsvHZLNfE_38-5-rgb_front,151.43,152.95,Family Resources puts those on.
08nsvHZLNfE,08nsvHZLNfE-5-rgb_front,08nsvHZLNfE_39,08nsvHZLNfE_39-5-rgb_front,153.75,156.78,And so this is how we learn how to choose a partner for life.
08nsvHZLNfE,08nsvHZLNfE-5-rgb_front,08nsvHZLNfE_5,08nsvHZLNfE_5-5-rgb_front,19.62,21.91,The first thing we really need to do is take a look in the mirror.
08nsvHZLNfE,08nsvHZLNfE-5-rgb_front,08nsvHZLNfE_7,08nsvHZLNfE_7-5-rgb_front,27.25,30.96,"What do we want short term, long term and then approach it from there."
08nsvHZLNfE,08nsvHZLNfE-5-rgb_front,08nsvHZLNfE_9,08nsvHZLNfE_9-5-rgb_front,41.99,43.85,Are you looking to be with a professional?
097l3R1JCFQ,097l3R1JCFQ-5-rgb_front,097l3R1JCFQ_10,097l3R1JCFQ_10-5-rgb_front,38.19,43.08,"Chop that up, it will melt right on top of there."
097l3R1JCFQ,097l3R1JCFQ-5-rgb_front,097l3R1JCFQ_11,097l3R1JCFQ_11-5-rgb_front,43.08,45.04,"There, we got that."
097l3R1JCFQ,097l3R1JCFQ-5-rgb_front,097l3R1JCFQ_14,097l3R1JCFQ_14-5-rgb_front,51.85,55.16,"You can get some that you can, that aren't cooked."
097l3R1JCFQ,097l3R1JCFQ-5-rgb_front,097l3R1JCFQ_15,097l3R1JCFQ_15-5-rgb_front,55.16,57.89,"You just take them, they're already made, and you can cook them yourself."
097l3R1JCFQ,097l3R1JCFQ-5-rgb_front,097l3R1JCFQ_17,097l3R1JCFQ_17-5-rgb_front,62.19,63.85,We got ten of them.
097l3R1JCFQ,097l3R1JCFQ-5-rgb_front,097l3R1JCFQ_2,097l3R1JCFQ_2-5-rgb_front,10.03,13.26,"OKay, we've got out cabbage, we got our lime on the side here, we got that."
097l3R1JCFQ,097l3R1JCFQ-5-rgb_front,097l3R1JCFQ_5,097l3R1JCFQ_5-5-rgb_front,26.56,28.02,"Get the good stuff, alright?"
097l3R1JCFQ,097l3R1JCFQ-5-rgb_front,097l3R1JCFQ_6,097l3R1JCFQ_6-5-rgb_front,28.05,30.13,This is life and food is delicious.
097l3R1JCFQ,097l3R1JCFQ-5-rgb_front,097l3R1JCFQ_8,097l3R1JCFQ_8-5-rgb_front,32.21,35.88,I like to chop it up into thick slices.
097l3R1JCFQ,097l3R1JCFQ-5-rgb_front,097l3R1JCFQ_9,097l3R1JCFQ_9-5-rgb_front,36.6,38.19,"Well, not too thick just thick enough."
09B_3NBFoM8,09B_3NBFoM8-5-rgb_front,09B_3NBFoM8_10,09B_3NBFoM8_10-5-rgb_front,44.79,46.89,We may ask some more interesting questions.
09B_3NBFoM8,09B_3NBFoM8-5-rgb_front,09B_3NBFoM8_12,09B_3NBFoM8_12-5-rgb_front,64.34,68.01,Then there's things like is it better with massage or worse than massage?
09B_3NBFoM8,09B_3NBFoM8-5-rgb_front,09B_3NBFoM8_13,09B_3NBFoM8_13-5-rgb_front,68.12,70.25,Is there a color associated with that pain?
09B_3NBFoM8,09B_3NBFoM8-5-rgb_front,09B_3NBFoM8_6,09B_3NBFoM8_6-5-rgb_front,33.76,37.63,"So we may say does cold make it better, or does cold make it worse?"
09B_3NBFoM8,09B_3NBFoM8-5-rgb_front,09B_3NBFoM8_7,09B_3NBFoM8_7-5-rgb_front,37.69,38.48,Does heat help?
09B_3NBFoM8,09B_3NBFoM8-5-rgb_front,09B_3NBFoM8_8,09B_3NBFoM8_8-5-rgb_front,38.96,42.03,Is it better with exercise or worse with exercise?
09B_3NBFoM8,09B_3NBFoM8-5-rgb_front,09B_3NBFoM8_9,09B_3NBFoM8_9-5-rgb_front,42.32,44.47,Is there certain movements that are uncomfortable?
09GN-XezUJg,09GN-XezUJg-8-rgb_front,09GN-XezUJg_6,09GN-XezUJg_6-8-rgb_front,25.51,29.63,"There is a decent pay, usually."
09KiqMdCSKc,09KiqMdCSKc-8-rgb_front,09KiqMdCSKc_0,09KiqMdCSKc_0-8-rgb_front,2.18,4.73,"Now that the face is done, we're going to move on to the eyes."
09KiqMdCSKc,09KiqMdCSKc-8-rgb_front,09KiqMdCSKc_1,09KiqMdCSKc_1-8-rgb_front,4.73,6.95,This is the fun part and the hard part.
09KiqMdCSKc,09KiqMdCSKc-8-rgb_front,09KiqMdCSKc_10,09KiqMdCSKc_10-8-rgb_front,41.2,43.99,"That's just going to give a really creamy, cream look."
09KiqMdCSKc,09KiqMdCSKc-8-rgb_front,09KiqMdCSKc_11,09KiqMdCSKc_11-8-rgb_front,44.44,49.29,It's going to be like drawing on a white piece of paper when I'm done.
09KiqMdCSKc,09KiqMdCSKc-8-rgb_front,09KiqMdCSKc_12,09KiqMdCSKc_12-8-rgb_front,49.4,54.65,The next color I put on is going to go on so smooth and look beautiful.
09KiqMdCSKc,09KiqMdCSKc-8-rgb_front,09KiqMdCSKc_13,09KiqMdCSKc_13-8-rgb_front,56.44,58.27,"This is just a very, very, natural look."
09KiqMdCSKc,09KiqMdCSKc-8-rgb_front,09KiqMdCSKc_15,09KiqMdCSKc_15-8-rgb_front,60.76,63.3,I'm going all over her whole entire eye.
09KiqMdCSKc,09KiqMdCSKc-8-rgb_front,09KiqMdCSKc_17,09KiqMdCSKc_17-8-rgb_front,67.54,68.22,Look up for me.
09KiqMdCSKc,09KiqMdCSKc-8-rgb_front,09KiqMdCSKc_18,09KiqMdCSKc_18-8-rgb_front,68.58,72.4,I'm taking a little bit underneath just to keep it blended and natural.
09KiqMdCSKc,09KiqMdCSKc-8-rgb_front,09KiqMdCSKc_2,09KiqMdCSKc_2-8-rgb_front,7.37,10.33,The first step is eye shadow base.
09KiqMdCSKc,09KiqMdCSKc-8-rgb_front,09KiqMdCSKc_20,09KiqMdCSKc_20-8-rgb_front,86.76,88.19,Close again.
09KiqMdCSKc,09KiqMdCSKc-8-rgb_front,09KiqMdCSKc_21,09KiqMdCSKc_21-8-rgb_front,89.71,97.51,"If you get a little powder dust underneath, just clean it up with a brush."
09KiqMdCSKc,09KiqMdCSKc-8-rgb_front,09KiqMdCSKc_22,09KiqMdCSKc_22-8-rgb_front,101.88,105.12,Now I'm ready to put the lid color on.
09KiqMdCSKc,09KiqMdCSKc-8-rgb_front,09KiqMdCSKc_3,09KiqMdCSKc_3-8-rgb_front,10.37,11.64,That's really easy.
09KiqMdCSKc,09KiqMdCSKc-8-rgb_front,09KiqMdCSKc_4,09KiqMdCSKc_4-8-rgb_front,11.98,13.05,You can't mess this up.
09KiqMdCSKc,09KiqMdCSKc-8-rgb_front,09KiqMdCSKc_5,09KiqMdCSKc_5-8-rgb_front,13.08,15.58,You want to take a nice big brush.
09KiqMdCSKc,09KiqMdCSKc-8-rgb_front,09KiqMdCSKc_7,09KiqMdCSKc_7-8-rgb_front,28.58,32.3,It's so natural that you don't have to worry about using too much.
09KiqMdCSKc,09KiqMdCSKc-8-rgb_front,09KiqMdCSKc_8,09KiqMdCSKc_8-8-rgb_front,32.3,34.19,You just really want to pile it on.
09PTYSJ3dmA,09PTYSJ3dmA-8-rgb_front,09PTYSJ3dmA_7,09PTYSJ3dmA_7-8-rgb_front,67.02,70.49,"So, right here, an impact vest that's going to keep you from doing that."
09cQe0gC2-0,09cQe0gC2-0-8-rgb_front,09cQe0gC2-0_12,09cQe0gC2-0_12-8-rgb_front,57.77,58.7,My nose on the string.
09cQe0gC2-0,09cQe0gC2-0-8-rgb_front,09cQe0gC2-0_14,09cQe0gC2-0_14-8-rgb_front,67.18,68.65,And get the same site on the target every time.
09cQe0gC2-0,09cQe0gC2-0-8-rgb_front,09cQe0gC2-0_5,09cQe0gC2-0_5-8-rgb_front,28.77,31.39,Number two is probably going to be in your stance.
09cQe0gC2-0,09cQe0gC2-0-8-rgb_front,09cQe0gC2-0_6,09cQe0gC2-0_6-8-rgb_front,31.9,36.99,"So, I'll typically will have my feet about shoulder width apart."
09cQe0gC2-0,09cQe0gC2-0-8-rgb_front,09cQe0gC2-0_7,09cQe0gC2-0_7-8-rgb_front,37.32,41.52,Just so you're comfortable.
09pImpqIfaU,09pImpqIfaU-8-rgb_front,09pImpqIfaU_0,09pImpqIfaU_0-8-rgb_front,0.07,0.37,Hi!
09pImpqIfaU,09pImpqIfaU-8-rgb_front,09pImpqIfaU_10,09pImpqIfaU_10-8-rgb_front,47.98,51.41,Grab some more wire and pull it through both.
09pImpqIfaU,09pImpqIfaU-8-rgb_front,09pImpqIfaU_11,09pImpqIfaU_11-8-rgb_front,52.38,54.33,Then you do the next one.
09pImpqIfaU,09pImpqIfaU-8-rgb_front,09pImpqIfaU_12,09pImpqIfaU_12-8-rgb_front,55.77,62,"Grab some wire, there's 2 loops, grab some more wire, pull it through the 2 loops."
09pImpqIfaU,09pImpqIfaU-8-rgb_front,09pImpqIfaU_7,09pImpqIfaU_7-8-rgb_front,35.39,41.12,What we do is put our hook into the first loop.
09pImpqIfaU,09pImpqIfaU-8-rgb_front,09pImpqIfaU_8,09pImpqIfaU_8-8-rgb_front,42.4,44.05,Pull the wire through.
09pImpqIfaU,09pImpqIfaU-8-rgb_front,09pImpqIfaU_9,09pImpqIfaU_9-8-rgb_front,44.56,47.57,You have the 2 loops on the crochet hook.
09wc1lfk_P4,09wc1lfk_P4-8-rgb_front,09wc1lfk_P4_0,09wc1lfk_P4_0-8-rgb_front,0.66,1.16,Hi.
09wc1lfk_P4,09wc1lfk_P4-8-rgb_front,09wc1lfk_P4_3,09wc1lfk_P4_3-8-rgb_front,14.2,19.52,"First of all, I'd stick obviously include your local flavor."
0ACeI3_jN3k,0ACeI3_jN3k-8-rgb_front,0ACeI3_jN3k_10,0ACeI3_jN3k_10-8-rgb_front,46.46,48.82,Being comfortable with yourself is a huge tool.
0ACeI3_jN3k,0ACeI3_jN3k-8-rgb_front,0ACeI3_jN3k_11,0ACeI3_jN3k_11-8-rgb_front,48.82,52.39,Confidence is a major benefit to your work.
0ACeI3_jN3k,0ACeI3_jN3k-8-rgb_front,0ACeI3_jN3k_12,0ACeI3_jN3k_12-8-rgb_front,52.44,55.02,So bring that with you on every job you have.
0ACeI3_jN3k,0ACeI3_jN3k-8-rgb_front,0ACeI3_jN3k_13,0ACeI3_jN3k_13-8-rgb_front,55.02,56.28,And be consistent.
0ACeI3_jN3k,0ACeI3_jN3k-8-rgb_front,0ACeI3_jN3k_14,0ACeI3_jN3k_14-8-rgb_front,56.42,57.75,Get to know your clients.
0ACeI3_jN3k,0ACeI3_jN3k-8-rgb_front,0ACeI3_jN3k_17,0ACeI3_jN3k_17-8-rgb_front,77.6,81.43,This will always be clear in advance of a job.
0ACeI3_jN3k,0ACeI3_jN3k-8-rgb_front,0ACeI3_jN3k_19,0ACeI3_jN3k_19-8-rgb_front,90.21,96.83,"Other tools, I would say, I think I might have covered most of it."
0ACeI3_jN3k,0ACeI3_jN3k-8-rgb_front,0ACeI3_jN3k_21,0ACeI3_jN3k_21-8-rgb_front,101.96,105.26,You need to have something that's not going to be very visible under the clothing.
0ACeI3_jN3k,0ACeI3_jN3k-8-rgb_front,0ACeI3_jN3k_7,0ACeI3_jN3k_7-8-rgb_front,30.37,33.94,So be prepared to know how to do this yourself.
0ACeI3_jN3k,0ACeI3_jN3k-8-rgb_front,0ACeI3_jN3k_9,0ACeI3_jN3k_9-8-rgb_front,42.4,46.46,"Inner beauty, I talked about earlier, but that's a really important thing."
0AL_w4FP-vA,0AL_w4FP-vA-8-rgb_front,0AL_w4FP-vA_3,0AL_w4FP-vA_3-8-rgb_front,12.16,12.33,Okay?
0AZFdfnzrog,0AZFdfnzrog-8-rgb_front,0AZFdfnzrog_0,0AZFdfnzrog_0-8-rgb_front,0.12,2.78,Tip number 3: Personal Taste.
0AZFdfnzrog,0AZFdfnzrog-8-rgb_front,0AZFdfnzrog_2,0AZFdfnzrog_2-8-rgb_front,14.51,17.21,What you like is the most important thing.
0AhtD4UPpJQ,0AhtD4UPpJQ-5-rgb_front,0AhtD4UPpJQ_1,0AhtD4UPpJQ_1-5-rgb_front,8.01,13.37,"So what you also got to do, you have to feel the energy there."
0AhtD4UPpJQ,0AhtD4UPpJQ-5-rgb_front,0AhtD4UPpJQ_2,0AhtD4UPpJQ_2-5-rgb_front,13.67,15.82,What kind of energy is in the room?
0AhtD4UPpJQ,0AhtD4UPpJQ-5-rgb_front,0AhtD4UPpJQ_9,0AhtD4UPpJQ_9-5-rgb_front,62.31,66.41,So what you want to do is to move the energy.
0C16xFUBT3c,0C16xFUBT3c-3-rgb_front,0C16xFUBT3c_0,0C16xFUBT3c_0-3-rgb_front,0.24,0.71,Hi!
0C16xFUBT3c,0C16xFUBT3c-3-rgb_front,0C16xFUBT3c_10,0C16xFUBT3c_10-3-rgb_front,41.94,46.1,"Another part is you have your turn table, the wheels."
0C16xFUBT3c,0C16xFUBT3c-3-rgb_front,0C16xFUBT3c_11,0C16xFUBT3c_11-3-rgb_front,46.55,49.84,"You're going to remove this as well because for the most part, it's clean."
0C16xFUBT3c,0C16xFUBT3c-3-rgb_front,0C16xFUBT3c_13,0C16xFUBT3c_13-3-rgb_front,55.61,57.96,You also don't want to use harsh chemicals on it.
0C16xFUBT3c,0C16xFUBT3c-3-rgb_front,0C16xFUBT3c_14,0C16xFUBT3c_14-3-rgb_front,58.5,61.81,"Not that we're going to, but you just want to keep it as clean as possible."
0C16xFUBT3c,0C16xFUBT3c-3-rgb_front,0C16xFUBT3c_15,0C16xFUBT3c_15-3-rgb_front,61.91,63.9,We're going to remove it and set it to the side.
0C16xFUBT3c,0C16xFUBT3c-3-rgb_front,0C16xFUBT3c_16,0C16xFUBT3c_16-3-rgb_front,65.68,67.64,We have left our microwave.
0C16xFUBT3c,0C16xFUBT3c-3-rgb_front,0C16xFUBT3c_3,0C16xFUBT3c_3-3-rgb_front,15.2,19.52,"Generally, you don't want to keep your metal rack in your microwave unless you're using it."
0C16xFUBT3c,0C16xFUBT3c-3-rgb_front,0C16xFUBT3c_4,0C16xFUBT3c_4-3-rgb_front,19.72,21.24,It can cause problems with the microwave.
0C16xFUBT3c,0C16xFUBT3c-3-rgb_front,0C16xFUBT3c_6,0C16xFUBT3c_6-3-rgb_front,25.83,27.44,Let's take this out.
0C16xFUBT3c,0C16xFUBT3c-3-rgb_front,0C16xFUBT3c_8,0C16xFUBT3c_8-3-rgb_front,37.66,39.22,This definitely needs some cleaning.
0C9R7XjhUuo,0C9R7XjhUuo-8-rgb_front,0C9R7XjhUuo_0,0C9R7XjhUuo_0-8-rgb_front,0.39,1.51,So now you have a bike.
0C9R7XjhUuo,0C9R7XjhUuo-8-rgb_front,0C9R7XjhUuo_11,0C9R7XjhUuo_11-8-rgb_front,56.68,58.15,"It's got a wooden rim, but look at that rim."
0C9R7XjhUuo,0C9R7XjhUuo-8-rgb_front,0C9R7XjhUuo_2,0C9R7XjhUuo_2-8-rgb_front,7.51,10.47,Now you have a bike that you want to do some work on.
0C9R7XjhUuo,0C9R7XjhUuo-8-rgb_front,0C9R7XjhUuo_4,0C9R7XjhUuo_4-8-rgb_front,15.23,16.51,It's only original once.
0CAt2QlIcco,0CAt2QlIcco-8-rgb_front,0CAt2QlIcco_1,0CAt2QlIcco_1-8-rgb_front,4.72,6.87,Everybody likes it when they talk about themselves.
0CAt2QlIcco,0CAt2QlIcco-8-rgb_front,0CAt2QlIcco_10,0CAt2QlIcco_10-8-rgb_front,43.03,46.23,"So there you have it, elements in our daily lives."
0CAt2QlIcco,0CAt2QlIcco-8-rgb_front,0CAt2QlIcco_2,0CAt2QlIcco_2-8-rgb_front,6.87,8.08,You might want to first start off with.
0CAt2QlIcco,0CAt2QlIcco-8-rgb_front,0CAt2QlIcco_3,0CAt2QlIcco_3-8-rgb_front,8.08,10.32,"Hey, do you want to know what you?re made out of?"
0CAt2QlIcco,0CAt2QlIcco-8-rgb_front,0CAt2QlIcco_5,0CAt2QlIcco_5-8-rgb_front,17.35,19.65,Did you know that there is oxygen in your body?
0CAt2QlIcco,0CAt2QlIcco-8-rgb_front,0CAt2QlIcco_8,0CAt2QlIcco_8-8-rgb_front,30.79,31.86,Did you know that?
0CGoYyy61p8,0CGoYyy61p8-8-rgb_front,0CGoYyy61p8_10,0CGoYyy61p8_10-8-rgb_front,39.02,40.65,It's for any special event.
0CGoYyy61p8,0CGoYyy61p8-8-rgb_front,0CGoYyy61p8_11,0CGoYyy61p8_11-8-rgb_front,40.68,41.91,"So, it could be for a wedding."
0CGoYyy61p8,0CGoYyy61p8-8-rgb_front,0CGoYyy61p8_15,0CGoYyy61p8_15-8-rgb_front,59.19,61.77,"So, we have a little bit of a different kind of dress."
0CGoYyy61p8,0CGoYyy61p8-8-rgb_front,0CGoYyy61p8_18,0CGoYyy61p8_18-8-rgb_front,70.09,72.48,"Now, everybody has different shapes and sizes."
0CGoYyy61p8,0CGoYyy61p8-8-rgb_front,0CGoYyy61p8_19,0CGoYyy61p8_19-8-rgb_front,72.48,73.56,"It's really hard picking a dress, isn't it?"
0CGoYyy61p8,0CGoYyy61p8-8-rgb_front,0CGoYyy61p8_4,0CGoYyy61p8_4-8-rgb_front,31.17,32.74,"So, how do you feel in this dress, do you like it?"
0CGoYyy61p8,0CGoYyy61p8-8-rgb_front,0CGoYyy61p8_6,0CGoYyy61p8_6-8-rgb_front,33.96,34.22,I love it.
0CGoYyy61p8,0CGoYyy61p8-8-rgb_front,0CGoYyy61p8_8,0CGoYyy61p8_8-8-rgb_front,34.89,37.03,"Now, this is for sure a red carpet dress."
0CPT0O-r-70,0CPT0O-r-70-8-rgb_front,0CPT0O-r-70_10,0CPT0O-r-70_10-8-rgb_front,62.34,65.61,The best way to do that is by keeping your hands clean.
0CPT0O-r-70,0CPT0O-r-70-8-rgb_front,0CPT0O-r-70_3,0CPT0O-r-70_3-8-rgb_front,24.53,26.09,Make sure that it's nice and clean.
0C_NjyLtHwc,0C_NjyLtHwc-8-rgb_front,0C_NjyLtHwc_0,0C_NjyLtHwc_0-8-rgb_front,0.33,2.46,Okay so now that we have our button off.
0C_NjyLtHwc,0C_NjyLtHwc-8-rgb_front,0C_NjyLtHwc_10,0C_NjyLtHwc_10-8-rgb_front,43.23,44.81,And just pull it.
0C_NjyLtHwc,0C_NjyLtHwc-8-rgb_front,0C_NjyLtHwc_11,0C_NjyLtHwc_11-8-rgb_front,44.81,45.42,And you know what?
0C_NjyLtHwc,0C_NjyLtHwc-8-rgb_front,0C_NjyLtHwc_13,0C_NjyLtHwc_13-8-rgb_front,48.98,49.92,Oh no it doesn't.
0C_NjyLtHwc,0C_NjyLtHwc-8-rgb_front,0C_NjyLtHwc_14,0C_NjyLtHwc_14-8-rgb_front,49.92,50.89,Sometimes it'll do that.
0C_NjyLtHwc,0C_NjyLtHwc-8-rgb_front,0C_NjyLtHwc_16,0C_NjyLtHwc_16-8-rgb_front,51.7,52.33,See like that?
0C_NjyLtHwc,0C_NjyLtHwc-8-rgb_front,0C_NjyLtHwc_17,0C_NjyLtHwc_17-8-rgb_front,52.33,52.95,It'll come out?
0C_NjyLtHwc,0C_NjyLtHwc-8-rgb_front,0C_NjyLtHwc_18,0C_NjyLtHwc_18-8-rgb_front,53.02,53.8,And that's okay.
0C_NjyLtHwc,0C_NjyLtHwc-8-rgb_front,0C_NjyLtHwc_19,0C_NjyLtHwc_19-8-rgb_front,54.29,55.04,That's no big deal.
0C_NjyLtHwc,0C_NjyLtHwc-8-rgb_front,0C_NjyLtHwc_2,0C_NjyLtHwc_2-8-rgb_front,5.39,9.24,Now I'm going to show you how to sew this button on.
0C_NjyLtHwc,0C_NjyLtHwc-8-rgb_front,0C_NjyLtHwc_22,0C_NjyLtHwc_22-8-rgb_front,63.41,65.38,And now it won't come out.
0C_NjyLtHwc,0C_NjyLtHwc-8-rgb_front,0C_NjyLtHwc_23,0C_NjyLtHwc_23-8-rgb_front,65.77,67.14,It's stuck in there really good.
0C_NjyLtHwc,0C_NjyLtHwc-8-rgb_front,0C_NjyLtHwc_24,0C_NjyLtHwc_24-8-rgb_front,67.66,69.75,So we don't want the knot on the back.
0C_NjyLtHwc,0C_NjyLtHwc-8-rgb_front,0C_NjyLtHwc_25,0C_NjyLtHwc_25-8-rgb_front,69.85,71.22,We just want it on the front.
0C_NjyLtHwc,0C_NjyLtHwc-8-rgb_front,0C_NjyLtHwc_26,0C_NjyLtHwc_26-8-rgb_front,71.34,72.67,Just pinch a little piece.
0C_NjyLtHwc,0C_NjyLtHwc-8-rgb_front,0C_NjyLtHwc_27,0C_NjyLtHwc_27-8-rgb_front,72.67,77.42,And now we're ready to put the thread through the first hole of the button.
0C_NjyLtHwc,0C_NjyLtHwc-8-rgb_front,0C_NjyLtHwc_28,0C_NjyLtHwc_28-8-rgb_front,78.38,81.83,Hold it still like this and just put it through one side.
0C_NjyLtHwc,0C_NjyLtHwc-8-rgb_front,0C_NjyLtHwc_3,0C_NjyLtHwc_3-8-rgb_front,9.24,11.94,And we can see the holes from where it was before.
0C_NjyLtHwc,0C_NjyLtHwc-8-rgb_front,0C_NjyLtHwc_30,0C_NjyLtHwc_30-8-rgb_front,89.75,90.6,Don't do that.
0C_NjyLtHwc,0C_NjyLtHwc-8-rgb_front,0C_NjyLtHwc_31,0C_NjyLtHwc_31-8-rgb_front,90.63,93.15,What you want to do is put it through the second hole.
0C_NjyLtHwc,0C_NjyLtHwc-8-rgb_front,0C_NjyLtHwc_32,0C_NjyLtHwc_32-8-rgb_front,94.84,95.29,And there it is.
0C_NjyLtHwc,0C_NjyLtHwc-8-rgb_front,0C_NjyLtHwc_34,0C_NjyLtHwc_34-8-rgb_front,109.97,111.33,Just do one side at a time.
0C_NjyLtHwc,0C_NjyLtHwc-8-rgb_front,0C_NjyLtHwc_35,0C_NjyLtHwc_35-8-rgb_front,111.74,115.02,Now we don't have to do any more catching the front and the back.
0C_NjyLtHwc,0C_NjyLtHwc-8-rgb_front,0C_NjyLtHwc_37,0C_NjyLtHwc_37-8-rgb_front,119.47,123.82,You just want to put your needle right where the top loop is.
0C_NjyLtHwc,0C_NjyLtHwc-8-rgb_front,0C_NjyLtHwc_38,0C_NjyLtHwc_38-8-rgb_front,124.28,127.67,Where it goes in and it comes right out the top hole.
0C_NjyLtHwc,0C_NjyLtHwc-8-rgb_front,0C_NjyLtHwc_39,0C_NjyLtHwc_39-8-rgb_front,129.5,130.76,"And if it does that, that's okay."
0C_NjyLtHwc,0C_NjyLtHwc-8-rgb_front,0C_NjyLtHwc_40,0C_NjyLtHwc_40-8-rgb_front,130.89,131.91,You just pull it down.
0C_NjyLtHwc,0C_NjyLtHwc-8-rgb_front,0C_NjyLtHwc_41,0C_NjyLtHwc_41-8-rgb_front,132.84,133.38,There you go.
0C_NjyLtHwc,0C_NjyLtHwc-8-rgb_front,0C_NjyLtHwc_42,0C_NjyLtHwc_42-8-rgb_front,133.38,135.45,And now we're going to do this again.
0C_NjyLtHwc,0C_NjyLtHwc-8-rgb_front,0C_NjyLtHwc_44,0C_NjyLtHwc_44-8-rgb_front,142.1,145.34,So I can make sure that it comes out right where the thread is.
0C_NjyLtHwc,0C_NjyLtHwc-8-rgb_front,0C_NjyLtHwc_45,0C_NjyLtHwc_45-8-rgb_front,145.65,148.69,And if you don't get the threads right on top of each other it's okay.
0C_NjyLtHwc,0C_NjyLtHwc-8-rgb_front,0C_NjyLtHwc_46,0C_NjyLtHwc_46-8-rgb_front,148.72,150.13,It doesn't make a difference.
0C_NjyLtHwc,0C_NjyLtHwc-8-rgb_front,0C_NjyLtHwc_47,0C_NjyLtHwc_47-8-rgb_front,151.86,153.34,It's going to look good no matter what.
